year;title;author;publisher;classification;library
2016.0;Saint Laurent;Bonello, Bertrand;Paris : EuropaCorp, 2014;BR SAIN;CABANIS
2012.0;Le lion blanc de la vallée du Limpodo;Swan, Michael;Paris : FTD, 2011;AV LION;CABANIS
2011.0;Lucas fourmi malgré lui;Davis, John A.;Neuilly-sur-Seine : Warner Home Video, 2007;A LUCA;CABANIS
2016.0;Inherent vice;Anderson, Paul Thomas;Neuilly-sur-Seine : Warner Home Video, 2015;INHE;CABANIS
2015.0;The Amazing Spider-man 2 : le destin d'un héros;Webb, Mark;Suresnes : Sony Pictures Home Entertainment, 2014;SF AMAZ;CABANIS
2018.0;Assassin's Creed;Kurzel, Justin;Paris : 20th Century Fox, 2017;SF ASSA;CABANIS
2015.0;Malavita;Besson, Luc;Paris : EuropaCorp, 2014;C MALA;CABANIS
2011.0;Adoration;Egoyan, Atom;Issy-les-Moulineaux : TF1 Vidéo, 2009;ADOR;CABANIS
2011.0;Astérix et la surprise de César;Brizzi, Gaëtan;Boulogne-Billancourt : Gaumont Columbia Tristar Home Video, 2005;A ASTE;CABANIS
2016.0;Ex-machina;Garland, Alex;Boulogne-Billancourt : Universal pictures video, 2015;SF EXMA;CABANIS
2016.0;Cartel;Scott, Ridley;Paris : 20th Century Fox, 2014;P CART;CABANIS
2016.0;Casse-tête chinois;Klapisch, Cédric;Issy-les-Moulineaux : Studio Canal vidéo, 2014;R 791.49 KLA;CABANIS
2015.0;Captain America 2 : le soldat de l'hiver;Russo, Anthony;Marne-la-Vallée : The Walt Disney Company, 2014;SF CAPT;CABANIS
2011.0;La reine Soleil;Leclerc, Philippe;-;A REIN;CABANIS
2014.0;Adieu Berthe : l'enterrement de mémé;Podalydes, Bruno;Neuilly-sur-Seine : UGC Vidéo, 2012;C ADIE;CABANIS
2018.0;Le Caire confidentiel;Saleh, Tarik;Paris : Memento Films, 2017;P CAIR;CABANIS
2017.0;Petites casseroles : six tendres histoires d'enfance singulières et rocambolesques;-;Issy-les-Moulineaux : ARTE Editions, 2016;A PETI;CABANIS
2017.0;Angry Birds : le film;Kaytis, Clay;Suresnes : Sony Pictures Home Entertainment, 2016;Anim ANGR;CABANIS
2021.0;Énorme;Letourneur, Sophie;Issy-les-Moulineaux : France Télévisions Distribution, 2021;C ENOR;CABANIS
2021.0;Une sirène à Paris;Malzieu, Mathias;Suresnes : Sony Pictures Home Entertainment, 2020;SIRE;CABANIS
2021.0;Miss;Alvès, Ruben;Neuilly-sur-Seine : Warner Bros., 2021;MISS;CABANIS
2021.0;La femme qui s'est enfuie;Hong, Sang-soo;Nantes : Capricci Films, 2021;FEMM;CABANIS
2021.0;La voix humaine;Almodóvar, Pedro;Paris : Pathé, 2021;CM VOIX;CABANIS
2017.0;Shrek 2;Adamson, Andrew;[S.l.] : DreamWorks France, 2004;A SHRE;CABANIS
2018.0;Loving;Nichols, Jeff;Issy-les-Moulineaux : Studio Canal vidéo, 2017;LOVI;CABANIS
2013.0;Les marches du pouvoir;Clooney, George;Paris : Metropolitan filmexport, 2012;MARC;CABANIS
2016.0;En équilibre;Dercourt, Denis;Issy-les-Moulineaux : Studio Canal vidéo, 2015;ENEQ;CABANIS
2011.0;La folie des grandeurs;Oury, Gérard;Boulogne-Billancourt : Gaumont Columbia Tristar home vidéo, 2002;C FOLI;CABANIS
2013.0;Margin call;Chandor, J.C.;Paris : ARP Sélection, 2012;MARG;CABANIS
2014.0;La cage dorée;Alves, Ruben;Paris : 20th Century Fox, 2013;C CAGE;CABANIS
2016.0;Quand vient la nuit;Roskam, Michaël R.;Paris : 20th Century Fox, 2015;P QUAN;CABANIS
2013.0;La colère des Titans;Liebesman, Jonathan;Neuilly-sur-Seine : Warner Home Video, 2012;F COLE;CABANIS
2013.0;Le Guetteur;Placido, Michele;Issy-les-Moulineaux : Studio Canal vidéo, 2013;P GUET;CABANIS
2014.0;Des hommes sans loi;Hillcoat, John;Paris : Metropolitan filmexport, 2013;P HOMM;CABANIS
2014.0;Le stratège;Miller, Bennett;Suresnes : Sony Pictures Home Entertainment, 2012;STRA;CABANIS
2018.0;Barry Seal;Liman, Doug;Paris : Universal Pictures Vidéo, 2018;P BARR;CABANIS
2011.0;Volver;Almodovar, Pedro;[S.l.] : FPE, 2006;VOLV;CABANIS
2023.0;The Northman;Eggers, Robert;Paris : Universal Pictures Vidéo, 2022;AV NORT;CABANIS
2024.0;Beau is afraid;Aster, Ari;Paris : Originals Factory, 2023;BEAU;CABANIS
2024.0;The Last of Us. Saison 1, intégrale;Druckmann, Neil;[S.l.] Etats-Unis : Home Box Office, 2023;TV LAST 1;CABANIS
2023.0;Twist à Bamako;Guédiguian, Robert;Paris : Diaphana Films, 2022;TWIS;CABANIS
2023.0;La pièce rapportée;Peretjatko, Antonin;Paris : Diaphana Films, 2022;C PIEC;CABANIS
2024.0;Titane;Ducournau, Julia;Paris : Diaphana Films, 2021;TITA;CABANIS
2024.0;May december;Haynes, Todd;Paris : ARP Sélection, 2024;MAYD;CABANIS
2024.0;Le pire voisin au monde;Forster, Marc;Suresnes : Sony Pictures Home Entertainment, 2023;PIRE;CABANIS
2022.0;Black Widow;Shortland, Cate;Burbank CA, USA : Marvel, 2021;SF BLAC;CABANIS
2022.0;Mourir peut attendre;Fukunaga, Cary;Paris : Universal Pictures Vidéo, 2022;P MOUR;CABANIS
2022.0;L'homme de la cave;Le Guay, Philippe;Paris : Ad Vitam, 2022;HOMM;CABANIS
2022.0;Chacun chez soi;Laroque, Michèle;Issy-les-Moulineaux : Studio Canal vidéo, 2021;C CHAC;CABANIS
2022.0;Pokémon : détective Pikachu;Letterman, Rob;Neuilly-sur-Seine : Warner Bros., 2019;Anim POKE;CABANIS
2021.0;El camino : un film Breaking Bad;Gilligan, Vince;Suresnes : Sony Pictures Home Entertainment, 2020;P CAMI;CABANIS
2017.0;Mia madre;Moretti, Nanni;Paris : Le Pacte, 2016;MIAM;CABANIS
2011.0;Blade runner : Director's cut;Scott, Ridley;[S.l.] : Warner Home Vidéo, 2006;SF BLAD;CABANIS
2012.0;Minuit dans le jardin du bien et du mal;Eastwood, Clint;Paris : Warner Home Video, 1999;MINU;CABANIS
2015.0;La chambre bleue;Amalric, Mathieu;Paris : Alfama Films, 2014;CHAM;CABANIS
2016.0;Elysium;Blomkamp, Neill;Suresnes : Sony Pictures Home Entertainment, 2013;SF ELYS;CABANIS
2016.0;Captives;Egoyan, Atom;Paris : ARP Sélection, 2015;P CAPT;CABANIS
2012.0;Ne le dis à personne;Canet, Guillaume.;Paris : EuropaCorp, 2007;P NELE;CABANIS
2011.0;Prédictions;Proyas, Alex;Neuilly-sur-Seine : M6 SND, 2009;F PRED;CABANIS
2013.0;La Femme du Vème;Pawlikovsky, Pawel;Paris : France Télévisions Distribution, 2012;P FEMM;CABANIS
2014.0;Paulette;Enrico, Jérôme;Neuilly-sur-Seine : Gaumont, 2013;BR PAUL;CABANIS
2017.0;Les premiers, les derniers;Lanners, Bouli;Paris : Wild side video, 2016;PREM;CABANIS
2012.0;Affaire de famille;Drexel, Claus;Paris Cedex 14 : FPE, 2009;C AFFA;CABANIS
2013.0;Le Petit Gruffalo;Heidschötter, Uwe;Paris : Wild side video, 2013;AB PETI;CABANIS
2011.0;Escrocs mais pas trop;Allen, Woody;Boulogne-Billancourt  : TF1 Vidéo, 2001;C ESCR;CABANIS
2011.0;Mademoiselle Chambon;Brizé, Stéphane;Paris : FTD, 2010;MADE;CABANIS
2023.0;Encanto : la fantastique famille Madrigal;Bush, Jared;Marne-la-Vallée : The Walt Disney Company, 2022;A ENCA;CABANIS
2023.0;Annie colère;Lenoir, Blandine;Paris : Diaphana Films, 2023;ANNI;CABANIS
2023.0;Avalonia, l'étrange voyage;Hall, Don;Marne-la-Vallée : The Walt Disney Company, 2023;Anim AVAL;CABANIS
2023.0;Un talent en or massif;Gormican, Tom;Paris : Metropolitan filmexport, 2022;AV TALE;CABANIS
2024.0;Oppenheimer;Nolan, Christopher;Paris : Universal Pictures Vidéo, 2023;R NOLA;CABANIS
2024.0;Sambre. Intégrale;Lestrade, Jean-Xavier de;Paris : Koba Films, 2024;TV SAMB;CABANIS
2024.0;Gran Turismo;Blomkamp, Neill;Suresnes : Sony Pictures Home Entertainment, 2023;AV GRAN;CABANIS
2024.0;Equalizer 3;Fuqua, Antoine;Suresnes : Sony Pictures Home Entertainment, 2024;AV EQUA;CABANIS
2024.0;The quiet girl;Bairéad, Colm;Rueil-Malmaison : Condor Entertainment, 2023;QUIE;CABANIS
2024.0;Madres paralelas;Almodovar, Pedro;Paris : Pathé, 2022;MADR;CABANIS
2024.0;Les âmes sŠurs;Téchiné, André;Paris : Ad Vitam, 2023;AMES;CABANIS
2024.0;Les complices;Rouaud, Cecilia;Neuilly-sur-Seine : M6 vidéo, 2023;DVD COMP;CABANIS
2024.0;Hôtel Transylvanie 2;Tartakovsky, Genndy;Suresnes : Sony Pictures Home Entertainment, 2016;HOTE;CABANIS
2023.0;Les vieux fourneaux 2 : bons pour l'asile;Duthuron, Christophe;Paris : Studio 37 - Orange, 2022;C VIEU;CABANIS
2023.0;Sonic : le film;Fowler, Jeff;Boulogne-Billancourt : Paramount Pictures, 2020;F SONI;CABANIS
2023.0;Star Wars. Episode IX, l'ascension de Skywalker;Abrams, Jeffrey Jacob;[S.l.] : Lucasfilm, 2020;F STAR;CABANIS
2023.0;Inexorable;Du Welz, Fabrice;Paris : The Jokers, 2022;P INEX;CABANIS
2023.0;Allons Enfants;Demaiziere, Thierry;Paris : Le Pacte, 2022;M ALLO;CABANIS
2024.0;Le bleu du caftan;Touzani, Maryam;Paris : Ad Vitam, 2023;BLEU;CABANIS
2024.0;Pour la France;Hami, Rachid;Paris : Memento Films, 2023;POUR;CABANIS
2024.0;Evil Dead Rise;Cronin, Lee;Paris : Metropolitan filmexport, 2023;F EVIL;CABANIS
2024.0;Houria;Meddour, Mounia;Paris : Le Pacte, 2023;HOUR;CABANIS
2024.0;Et la fête continue !;Guédiguian, Robert;Paris : Diaphana Films, 2024;ETLA;CABANIS
2024.0;Les crimes du futur;Cronenberg, David;Paris : Metropolitan filmexport, 2022;HOR CRIM;CABANIS
2023.0;Black Panther : Wakanda Forever;Coogler, Ryan;Burbank CA, États-Unis : Marvel, 2023;SF BLAC;CABANIS
2024.0;Le challenge;Stupnitsky, Gene;Suresnes : Sony Pictures Home Entertainment, 2023;C CHAL;CABANIS
2023.0;Enquête sur un scandale d'Etat;Peretti, Thierry de;Paris : Pyramide Vidéo, 2022;P ENQU;CABANIS
2023.0;Les passagers de la nuit;Hers, Mikhaël;Paris : Pyramide Vidéo, 2022;PASS;CABANIS
2024.0;Je verrai toujours vos visages;Herry, Jeanne;Issy-les-Moulineaux : Studio Canal vidéo, 2023;JEVE;CABANIS
2024.0;Simple comme Sylvain;Chokri, Monia;Paris : Memento Films, 2024;SIMP;CABANIS
2024.0;John Wick : Chapitre 4;Stahelski, Chad;Paris : Metropolitan filmexport, 2023;AV JOHN;CABANIS
2024.0;Les trois mousquetaires : Milady;Bourboulon, Martin;Paris : Pathé, 2024;AV TROI;CABANIS
2024.0;Les pires;Akoka, Lise;Paris : Pyramide Vidéo, 2023;PIRE;CABANIS
2024.0;Les ombres persanes;Haghighi, Mani;Paris : Diaphana Films, 2023;OMBR;CABANIS
2023.0;Un héros;Farhadi, Asghar;Paris : Memento Films, 2022;HERO;CABANIS
2023.0;Couleurs de l'incendie;Cornillac, Clovis;Neuilly-sur-Seine : Gaumont, 2023;COUL;CABANIS
2023.0;La servante écarlate. Saison 4, intégrale;Miller, Bruce;Paris : MGM - United Artists, 2022;TV SERV;CABANIS
2023.0;She said;Schrader, Maria;Paris : Universal Pictures Vidéo, 2023;SHES;CABANIS
2023.0;The King's Man : Première mission;Vaughn, Matthew;Paris : 20th Century Fox, 2022;AV KING;CABANIS
2023.0;Les vedettes;Barré, Jonathan;Neuilly-sur-Seine : Gaumont, 2022;C VEDE;CABANIS
2024.0;L'été dernier;Breillat, Catherine;Paris : Pyramide Vidéo, 2024;ETED;CABANIS
2024.0;The Crown. Saison 5, intégrale;Morgan, Peter;Suresnes : Sony Pictures Home Entertainment, 2023;TV CROW;CABANIS
2024.0;La guerre des Lulus;Samuell, Yann;Paris : Wild side video, 2023;H GUER;CABANIS
2024.0;Vincent doit mourir;Castang, Stéphan;Nantes : Capricci Films, 2024;P VINC;CABANIS
2024.0;Maurice le chat fabuleux;Genkel, Toby;Paris : KMBO Films, 2023;Anim MAUR;CABANIS
2024.0;Visions;Gozlan, Yann;Neuilly-sur-Seine : M6 vidéo, 2024;P VISI;CABANIS
2024.0;Le grand magasin (au bonheur des animaux);Itazu, Yoshimi;Paris : Hanabi, 2024;A GRAN;CABANIS
2023.0;Elvis;Luhrmann, Baz;Neuilly-sur-Seine : Warner Bros., 2022;M ELVI;CABANIS
2023.0;L'amie prodigieuse. Saison 3 : celle qui fut et celle qui reste, intégrale;Ferrante, Elena;Issy-les-Moulineaux : Studio Canal vidéo, 2022;TV AMIE;CABANIS
2023.0;Krypto et les super-animaux;Stern, Jared;Neuilly-sur-Seine : Warner Bros., 2022;Anim KRYP;CABANIS
2023.0;Les visiteurs;Poiré, Jean-Marie;Boulogne-Billancourt : Gaumont Columbia Tristar Home Video, 2005;VISI;CABANIS
2024.0;Dune : première partie;Villeneuve, Denis;Neuilly-sur-Seine : Warner Bros., 2022;SF DUNE;CABANIS
2024.0;Une année difficile;Toledano, Éric;Neuilly-sur-Seine : Gaumont, 2024;C ANNE;CABANIS
2024.0;Bernadette;Domenach, Lea;Neuilly-sur-Seine : Warner Bros., 2024;C BERN;CABANIS
2024.0;Un métier sérieux;Lilti, Thomas;Paris : Le Pacte, 2024;METI;CABANIS
2024.0;Sur les chemins noirs;Imbert, Denis;Paris : Apollo Films, 2023;SURL;CABANIS
2024.0;Le théorème de Marguerite;Novion, Anna;Paris : Pyramide Vidéo, 2024;THEO;CABANIS
2024.0;La syndicaliste;Salomé, Jean-Paul;Paris : Le Pacte, 2023;SYND;CABANIS
2024.0;Dalva;Nicot, Emmanuelle;Paris : Diaphana Films, 2023;DALV;CABANIS
2024.0;Moi capitaine;Garrone, Matteo;Paris : Pathé, 2024;MOIC;CABANIS
2024.0;La femme de Tchaïkovski;Serebrennikov, Kirill;Rueil-Malmaison : Condor Entertainment, 2023;FEMM;CABANIS
2024.0;Phantom;Lee, Hae-young;Paris : Koba Films, 2023;P PHAN;CABANIS
2024.0;Pirates des Caraïbes 2 : le secret du coffre maudit;Verbinski, Gore;[S.l.] : Walt Disney France, 2007;AV PIRA;CABANIS
2023.0;Jurassic World : le monde d'après;Trevorrow, Colin;Paris : Universal Pictures Vidéo, 2022;F JURA;CABANIS
2023.0;Ouistreham;Carrère, Emmanuel;Paris : Memento Films, 2022;OUIS;CABANIS
2023.0;En thérapie. Saison 2, intégrale;Toledano, Éric;Issy-les-Moulineaux : ARTE Editions, 2022;TV ENTH;CABANIS
2023.0;Un autre monde;Brizé, Stéphane;Paris : Diaphana Films, 2022;AUTR;CABANIS
2023.0;L'histoire de ma femme;Enyedi, Ildiko;Paris : Pyramide Vidéo, 2022;HIST;CABANIS
2023.0;Les miens;Zem, Roschdy;Paris : Le Pacte, 2023;MIEN;CABANIS
2023.0;Les cinq diables;Mysius, Léa;Paris : Le Pacte, 2023;F CINQ;CABANIS
2023.0;Nos frangins;Bouchareb, Rachid;Paris : Le Pacte, 2023;NOSF;CABANIS
2023.0;Le temps des secrets;Barratier, Christophe;Paris : Pathé, 2022;C TEMP;CABANIS
2024.0;Mystère à Venise;Branagh, Kenneth;Marne-la-Vallée : The Walt Disney Company, 2024;P MYST;CABANIS
2024.0;Mission : Impossible : Dead reckoning : Partie 1;McQuarrie, Christopher;Boulogne-Billancourt : Paramount Pictures, 2023;AV MISS;CABANIS
2024.0;Dernière nuit à Milan;Di Stefano, Andrea;Paris : Universal Pictures Vidéo, 2023;P DERN;CABANIS
2024.0;Sage homme;Devoldere, Jennifer;Neuilly-sur-Seine : Warner Bros., 2023;SAGE;CABANIS
2024.0;Simone : le voyage du siècle;Dahan, Olivier;Neuilly-sur-Seine : Warner Bros., 2023;SIMO;CABANIS
2024.0;Marinette;Verrier, Virgine;Paris : The Jokers, 2023;MARI;CABANIS
2024.0;Pacifiction : tourment sur les îles;Serra, Albert;Paris : Blaq out, 2023;P PACI;CABANIS
2024.0;Dounia et la princesse d'Alep;Zarif, Marya;Paris : Blaq out, 2023;Anim DOUN;CABANIS
2024.0;D'argent et de sang. Intégrale;Giannoli, Xavier;Issy-les-Moulineaux : Studio Canal vidéo, 2024;TV DARG;CABANIS
2024.0;Blue Jean;Oakley, Georgia;Paris : UFO Distribution, 2023;BLUE;CABANIS
2023.0;Belfast;Branagh, Kenneth;Paris : Universal Pictures Vidéo, 2022;BELF;CABANIS
2023.0;Le roi cerf;Ando, Masashi;Paris : @anime, 2022;Anim ROIC;CABANIS
2023.0;Minari;Lee, Isaac Chung;Paris : ARP Sélection, 2021;MINA;CABANIS
2024.0;Les Cyclades;Fitoussi, Marc;Paris : Memento Films, 2023;C CYCL;CABANIS
2024.0;Marcel le coquillage (avec ses chaussures);Fleischer-camp, Dean;Boulogne-Billancourt : L'Atelier d'images, 2023;A MARC;CABANIS
2015.0;Effets secondaires;Soderbergh, Steven;Paris : ARP Sélection, 2013;P EFFE;CABANIS
2015.0;Violette;Provost, Martin;Paris : Diaphana Films, 2014;VIOL;CABANIS
2012.0;L'arbre;Bertuccelli, Julie;Paris : France Télévisions Distribution, 2010;ARBR;CABANIS
2016.0;Clochette et la créature légendaire;Loter, Steve;Marne-la-Vallée : The Walt Disney Company, 2015;A CLOC;CABANIS
2011.0;This is England;Meadows, Shane;Paris : MK2, 2008;THIS;CABANIS
2011.0;Un secret;Miller, Claude;Neuilly-sur-Seine : Warner Home Vidéo, 2008;DVD GRIM;CABANIS
2018.0;Homeland. Saison 6, intégrale;Gordon, Howard;Paris : 20th Century Fox, 2017;TV HOME;CABANIS
2017.0;Les têtes de l'emploi;Charlot, Alexandre;Paris : Studio 37 - Orange, 2017;C TETE;CABANIS
2015.0;Jack Reacher;McQuarrie, Christopher;Boulogne-Billancourt : Paramount Pictures, 2013;P JACK;CABANIS
2013.0;La Petite Taupe et la fusée : 2;Miler, Zdenek;Paris : Arte Vidéo, 2007;AB PETI;CABANIS
2011.0;Casino;Scorsese, Martin;"Boulogne : TF1 Entreprises ; Boulogne : distrib. TF1 Entreprises, 1999";R 791.49 SCO;CABANIS
2011.0;Lou ! . Vol. 2 : le garçon d'en face;Mouscadet, Jérôme;Neuilly-sur-Seine : M6 SND, 2010;A LOU;CABANIS
2016.0;Un français;Diastème;Paris : France Télévisions Distribution, 2015;UNFR;CABANIS
2014.0;Grand central;Zlotowski, Rebecca;Paris : France Télévisions Distribution, 2014;GRAN;CABANIS
2018.0;Les ogres;Fehner, Léa;Paris : Pyramide Vidéo, 2016;OGRE;CABANIS
2018.0;Snowden;Stone, Oliver;Paris : Pathé, 2017;P SNOW;CABANIS
2017.0;Brice 3;Huth, James;Boulogne-Billancourt : TF1 Vidéo, 2017;C BRIC;CABANIS
2023.0;Hôtel Transylvanie 1;Tartakovsky, Genndy;Suresnes : Sony Pictures Home Entertainment, 2013;A HOTE;CABANIS
2023.0;Le chat potté 2 : La dernière quête;Crawford, Joel;Paris : Universal Pictures Vidéo, 2023;A CHAT;CABANIS
2024.0;Les algues vertes;Jolivet, Pierre;Paris : Blaq out, 2023;ALGU;CABANIS
2024.0;Le consentement;Filho, Vanessa;Paris : Blaq out, 2024;CONS;CABANIS
2024.0;A contretemps;Botto, Juan Diego;Rueil-Malmaison : Condor Entertainment, 2023;ACON;CABANIS
2024.0;Kompromat;Salle, Jérôme;Neuilly-sur-Seine : M6 vidéo, 2023;P KOMP;CABANIS
2024.0;Le dernier voyage du Demeter;Ovredal, André;Paris : Universal Pictures Vidéo, 2024;F DERN;CABANIS
2024.0;Un silence;Lafosse, Joachim;Paris : Blaq out, 2024;SILE;CABANIS
2024.0;Le retour;Corsini, Catherine;Paris : Le Pacte, 2023;RETO;CABANIS
2024.0;La nuit où Laurier Gaudreault s'est réveillé. Intégrale;Dolan, Xavier;Issy-les-Moulineaux : Studio Canal vidéo, 2023;TV NUIT;CABANIS
2024.0;Nina et le secret du hérisson;Gagnol, Alain;Paris : KMBO Films, 2024;Anim NINA;CABANIS
2023.0;Matrix Resurrections;Wachowski, Larry;Neuilly-sur-Seine : Warner Bros., 2022;SF MATR;CABANIS
2023.0;Avatar 2 : la voie de l'eau;Cameron, James;Paris : 20th Century Fox, 2023;SF AVAT;CABANIS
2023.0;R.M.N.;Mungiu, Cristian;Paris : Le Pacte, 2023;RMN;CABANIS
2023.0;Petite Solange;Ropert, Axelle;Issy-les-Moulineaux : France Télévisions Distribution, 2022;PETI;CABANIS
2024.0;Les feuilles mortes;Kaurismäki, Aki;Paris : Diaphana Films, 2024;FEUI;CABANIS
2024.0;La passion de Dodin Bouffant;Tran, Anh-hung;Neuilly-sur-Seine : Gaumont, 2024;PASS;CABANIS
2024.0;Pattie et la colère de Poséidon;Alaux, David;Paris : Apollo Films, 2023;Anim PATT;CABANIS
2024.0;Donjons et Dragons : l'honneur des voleurs;Daley, John Francis;Boulogne-Billancourt : Paramount Pictures, 2023;AV DONJ;CABANIS
2024.0;Coup de chance;Allen, Woody;Paris : Metropolitan filmexport, 2024;COUP;CABANIS
2024.0;La petite;Nicloux, Guillaume;Neuilly-sur-Seine : M6 vidéo, 2024;PETI;CABANIS
2024.0;Une nuit;Lutz, Alex;Issy-les-Moulineaux : Studio Canal vidéo, 2023;NUIT;CABANIS
2024.0;Fermer les yeux;Erice, Victor;Paris : Blaq out, 2024;FERM;CABANIS
2024.0;Mercredi. Saison 1, intégrale;Burton, Tim;Neuilly-sur-Seine : Warner Bros., 2024;TV MERC;CABANIS
2024.0;Pirates des Caraïbes 4 : La fontaine de jouvence;Marshall, Rob;Boulogne-Billancourt : Buena Vista Vidéo, 2011;PIRA;CABANIS
2024.0;El buen patrón;Leon de aranoa, Fernando;Paris : Blaq out, 2022;BUEN;CABANIS
2020.0;Le jeune Ahmed;Dardenne, Luc;Paris : Diaphana Films, 2019;JEUN;CABANIS
2020.0;Une fille facile;Zlotowski, Rebecca;Paris : Ad Vitam, 2020;FILL;CABANIS
2020.0;L'amour est une fête;Anger, Cédric;Issy-les-Moulineaux : France Télévisions Distribution, 2019;AMOU;CABANIS
2019.0;Dogman;Garrone, Matteo;Paris : Le Pacte, 2018;DOGM;CABANIS
2019.0;Le Trône de Fer. Saison 5, intégrale;Benioff, David;[S.l.] Etats-Unis : Home Box Office, 2016;TV TRON;CABANIS
2022.0;The nest;Durkin, Sean;Neuilly-sur-Seine : M6 vidéo, 2021;NEST;CABANIS
2023.0;White Snake;Zhao, Ji;Paris : KMBO Films, 2022;A WHIT;CABANIS
2023.0;Charlotte;Warin, Éric;Paris : Citel Vidéo, 2023;A CHAR;CABANIS
2024.0;Spider-Man : Across the Spider-Verse;Dos santos, Joaquim;Suresnes : Sony Pictures Home Entertainment, 2023;A SPID;CABANIS
2024.0;Les huit montagnes;Van groeningen, Felix;Paris : Pyramide Vidéo, 2023;HUIT;CABANIS
2024.0;Daaaaaali !;Dupieux, Quentin;Paris : Diaphana Films, 2024;C DAAA;CABANIS
2024.0;La voie royale;Mermoud, Frédéric;Paris : Pyramide Vidéo, 2023;VOIE;CABANIS
2024.0;Le cours de la vie;Sojcher, Frédéric;Paris : Jour2Fête, 2023;COUR;CABANIS
2024.0;La dernière reine;Bendimerad, Adila;Paris : Jour2Fête, 2023;H DERN;CABANIS
2019.0;L'échange des princesses;Dugain, Marc;Paris : Ad Vitam, 2018;H ECHA;CABANIS
2019.0;Razzia;Ayouch, Nabil;Paris : Ad Vitam, 2018;RAZZ;CABANIS
2020.0;Shazam !;Sandberg, David F.;Neuilly-sur-Seine : Warner Bros., 2019;F SHAZ;CABANIS
2020.0;Boy erased;Edgerton, Joel;Paris : Universal Pictures Vidéo, 2019;BOYE;CABANIS
2020.0;Edmond;Michalik, Alexis;Neuilly-sur-Seine : Gaumont, 2019;EDMO;CABANIS
2022.0;Falling;Mortensen, Viggo;Paris : Metropolitan filmexport, 2021;FALL;CABANIS
2022.0;Belle-fille;Marcaggi, Méliane;Boulogne-Billancourt : TF1 Vidéo, 2021;C BELLE;CABANIS
2022.0;L'étreinte;Bergery, Ludovic;Paris : Pyramide Vidéo, 2021;ETRE;CABANIS
2022.0;Tom et Jerry;Story, Tim;Neuilly-sur-Seine : Warner Bros., 2021;Anim TOME;CABANIS
2022.0;Profession du père;Améris, Jean-Pierre;Paris : Ad Vitam, 2021;PROF;CABANIS
2022.0;I know this much is true. Intégrale;Lamb, Wally;[S.l.] Etats-Unis : Home Box Office, 2021;TV IKNO;CABANIS
2022.0;Le meilleur reste à venir;Delaporte, Matthieu;Paris : Pathé, 2020;MEIL;CABANIS
2022.0;Les promesses;Kruithof, Thomas;Paris : Wild side video, 2022;PROM;CABANIS
2023.0;Alerte rouge;Shi, Domee;[S.l.] : Disney - Pixar, 2022;Anim ALER;CABANIS
2023.0;Sentinelle Sud;Gérault, Mathieu;Paris : UFO Distribution, 2022;P SENT;CABANIS
2023.0;Icare;Vogele, Carlo;Neuilly-sur-Seine : M6 vidéo, 2022;Anim ICAR;CABANIS
2023.0;Mes frères et moi;Manca, Yohan;Paris : Ad Vitam, 2022;MESF;CABANIS
2023.0;Le Pharaon, le Sauvage et la Princesse;Ocelot, Michel;Paris : Diaphana Films, 2023;Anim PHAR;CABANIS
2023.0;Aucun ours;Panahi, Jafar;Paris : ARP Sélection, 2023;AUCU;CABANIS
2024.0;Chien de la casse;Durand, Jean-Baptiste;Paris : Blaq out, 2023;CHIE;CABANIS
2024.0;Aftersun;Wells, Charlotte;Rueil-Malmaison : Condor Entertainment, 2023;AFTE;CABANIS
2024.0;Le ravissement;Kaltenbäck, Iris;Paris : Diaphana Films, 2024;RAVI;CABANIS
2024.0;Àma Gloria;Amachoukeli, Marie;Paris : Pyramide Vidéo, 2024;AMAG;CABANIS
2024.0;Incroyable mais vrai;Dupieux, Quentin;Paris : Diaphana Films, 2022;C INCR;CABANIS
2024.0;La tresse;Colombani, Lætitia;Neuilly-sur-Seine : M6 vidéo, 2024;TRES;CABANIS
2024.0;Fast & Furious X;Leterrier, Louis;Paris : Universal Pictures Vidéo, 2023;AV FAST;CABANIS
2024.0;Barbaque;Eboué, Fabrice;Boulogne-Billancourt : TF1 Vidéo, 2022;C BARB;CABANIS
2024.0;Migration;Renner, Benjamin;Paris : Universal Pictures Vidéo, 2024;A MIGR;CABANIS
2024.0;Love life;Fukada, Koji;Paris : Hanabi, 2023;LOVE;CABANIS
2023.0;Downton Abbey : I;Fellowes, Julian;Paris : Universal Pictures Vidéo, 2020;DOWN;CABANIS
2023.0;Astérix et les Vikings;Fjeldmark, Stefan;Neuilly-Sur-Seine : M6 Vidéo, 2006;A ASTE;CABANIS
2023.0;Les repentis;Bollain, Iciar;Paris : Epicentre Films, 2023;REPE;CABANIS
2023.0;Les Harkis;Faucon, Philippe;Paris : Pyramide Vidéo, 2023;H HARK;CABANIS
2024.0;Vers un avenir radieux;Moretti, Nanni;Paris : Le Pacte, 2023;VERS;CABANIS
2024.0;1883. Intégrale;Sheridan, Taylor;Boulogne-Billancourt : Paramount Pictures, 2023;TV 1883;CABANIS
2024.0;Un p'tit truc en plus;Artus;Paris : Pan-Européenne, 2024;C PTIT;CABANIS
2024.0;Des mains en or;Mergault, Isabelle;Paris : Zinc., 2023;C DESM;CABANIS
