year;title;author;publisher;classification;library
2019.0;Le Pôle Express;Zemeckis, Robert;Neuilly-sur-Seine : Warner Home Video, 2005;A POLE;CABANIS
2019.0;Le collier rouge;Becker, Jean;Issy-les-Moulineaux : France Télévisions Distribution, 2018;G COLL;CABANIS
2019.0;Peter et Elliott le dragon;Lowery, David;Marne-la-Vallée : The Walt Disney Company, 2016;PETE;CABANIS
2019.0;Belles familles;Rappeneau, Jean-Paul;Paris : ARP Sélection, 2016;BELL;CABANIS
2020.0;Le château dans le ciel;Miyazaki, Hayao;Marne-la-Vallée : The Walt Disney Company, 2014;A CHAT;CABANIS
2020.0;Star Wars. Episode VII, le réveil de la force;Abrams, Jeffrey Jacob;[S.l.] : Lucasfilm, 2016;STAR;CABANIS
2020.0;Les aventures de Tintin : le secret de la Licorne;Spielberg, Steven;Suresnes : Sony Pictures Home Entertainment, 2012;A TINT;CABANIS
2020.0;X-Men : Dark Phoenix;Kinberg, Simon;Paris : 20th Century Fox, 2019;SF XMEN;CABANIS
2020.0;Parasite;Bong, Joon-ho;Paris : The Jokers, 2019;P PARA;CABANIS
2020.0;Les cinq légendes;Ramsey, Peter;[S.l.] : DreamWorks France, 2013;A CINQ;CABANIS
2020.0;The Revenant;Gonzalez Inarritu, Alejandro;Paris : 20th Century Fox, 2016;AV REVE;CABANIS
2020.0;Patéma et le monde inversé;Yoshiura, Yasuhiro;Paris : @anime, 2014;Anim PATE;CABANIS
2020.0;La route sauvage;Haigh, Andrew;Paris : Ad Vitam, 2018;ROUT;CABANIS
2020.0;Le chant de la mer;Moore, Tomm;Issy-les-Moulineaux : Studio Canal vidéo, 2015;A CHAN;CABANIS
2020.0;La fille inconnue;Dardenne, Luc;Paris : Diaphana Films, 2017;FILL;CABANIS
2020.0;Zombi Child;Bonello, Bertrand;Paris : Ad Vitam, 2019;F ZOMB;CABANIS
2020.0;Encore heureux;Graffin, Benoît;Paris : EuropaCorp, 2016;C ENCO;CABANIS
2020.0;Pirates des Caraèibes 5 : la vengeance de Salazar;Ronning, Joachim;Marne-la-Vallée : The Walt Disney Company, 2017;AV PIRA;CABANIS
2020.0;Si Beale Street pouvait parler;Jenkins, Barry;Paris : Mars Films, 2019;SIBE;CABANIS
2020.0;Les aventures de Bernard et Bianca;Reitherman, Wolfgang;Marne-la-Vallée : Buena Vista Home Entertainment, 2015;Anim AVEN;CABANIS
2020.0;Ready Player One;Spielberg, Steven;Neuilly-sur-Seine : Warner Bros., 2018;DVD READ;CABANIS
2020.0;Chernobyl. Intégrale;Mazin, Craig;Etats-Unis : Home Box Office, 2019;TV CHER;CABANIS
2020.0;Le monde de Dory;MacLane, Angus;[S.l.] : Disney - Pixar, 2016;Anim MOND;CABANIS
2020.0;Les nouveaux héros;Hall, Don;Marne-la-Vallée : The Walt Disney Company, 2015;Anim NOUV;CABANIS
2020.0;Le bureau des légendes. Saison 2, intégrale;Rochant, Eric;Issy-les-Moulineaux : Studio Canal vidéo, 2016;TV BURE;CABANIS
2020.0;Sharp objects. Intégrale;Noxon, Marty;[S.l.] Etats-Unis : Home Box Office, 2018;TV SHAR;CABANIS
2020.0;Les suffragettes;Gavron, Sarah;Paris : Pathé, 2016;H SUFF;CABANIS
2020.0;La grande aventure Lego;Lord, Phil;Neuilly-sur-Seine : Warner Home Video, 2014;Anim GRAN;CABANIS
2020.0;Rocketman;Fletcher, Dexter;Boulogne-Billancourt : Paramount Pictures, 2019;M ROCK;CABANIS
2020.0;L'île de Giovanni;Nishikubo, Mizuho;Paris : Kaze, 2014;Anim ILED;CABANIS
2020.0;Sibel;Giovanetti, Guillaume;Paris : Pyramide Vidéo, 2019;SIBE;CABANIS
2020.0;L'amie prodigieuse. Saison 2 : le nouveau nom, intégrale;Ferrante, Elena;Issy-les-Moulineaux : Studio Canal vidéo, 2020;TV AMIE;CABANIS
2020.0;Au revoir là-haut;Dupontel, Albert;Neuilly-sur-Seine : Gaumont, 2018;AURE;CABANIS
2019.0;Harry Potter et la coupe de feu;Newell, Mike;Paris : Warner Home Video, 2006;F HARR;CABANIS
2019.0;Jumanji : bienvenue dans la jungle;Kasdan, Jake;Suresnes : Sony Pictures Home Entertainment, 2018;JUMA;CABANIS
2019.0;La famille Bélier;Lartigau, Eric;Paris : France Télévisions Distribution, 2015;FAMI;CABANIS
2019.0;Monstres & Cie;Doctor, Pete;[S.l] : Buena Vista Home Intertainment, 2002;A MONS;CABANIS
2019.0;La planète des singes : suprématie;Reeves, Matt;Paris : 20th Century Fox, 2017;SF PLAN;CABANIS
2019.0;Avengers;Whedon, Joss;Marne-la-Vallée : The Walt Disney Company, 2012;SF AVEN;CABANIS
2019.0;Belle et Sébastien;Vanier, Nicolas;Neuilly-sur-Seine : Gaumont, 2014;BELL;CABANIS
2019.0;Belle et Sébastien 3 : le dernier chapitre;Cornillac, Clovis;Neuilly-sur-Seine : Gaumont, 2018;BELL;CABANIS
2019.0;Les chroniques de Spiderwick;Waters, Mark;Boulogne-Billancourt : Paramount home entertainment France, 2008;CHRO;CABANIS
2019.0;Jurassic World;Trevorrow, Colin;Boulogne-Billancourt : Universal pictures video, 2015;JURA;CABANIS
2019.0;Toy story;Lasseter, John;Marne-la-Vallée : The Walt Disney Company, 2010;A TOYS;CABANIS
2019.0;The guilty;Moller, Gustav;Paris : ARP Sélection, 2018;P GUIL;CABANIS
2019.0;Mustang;Erguven, Deniz Gamze;Paris : Ad Vitam, 2015;DVD MUST;CABANIS
2019.0;Lego Batman : le film;McKay, Chris;Neuilly-sur-Seine : Warner Bros., 2017;Anim LEGO;CABANIS
2019.0;Carbone;Marchal, Olivier;Paris : EuropaCorp, 2018;P CARB;CABANIS
2019.0;Demain tout commence;Gélin, Hugo;Boulogne-Billancourt : TF1 Vidéo, 2017;DEMA;CABANIS
2021.0;Le bonheur des uns...;Cohen, Daniel;Neuilly-sur-Seine : M6 vidéo, 2021;BONH;CABANIS
2021.0;Les nouveaux mutants;Boone, Josh;Paris : 20th Century Fox, 2021;SF NOUV;CABANIS
2021.0;Big little lies. Saison 2, intégrale;Kelley, David E.;[S.l.] Etats-Unis : Home Box Office, 2020;TV BIGL;CABANIS
2021.0;Royal Corgi;Stassen, Ben;Boulogne-Billancourt : TF1 Vidéo, 2019;A ROYA;CABANIS
2021.0;Le retour du Héros;Tirard, Laurent;Issy-les-Moulineaux : Studio Canal vidéo, 2018;C RETO;CABANIS
2021.0;Le bureau des légendes. Saison 1, intégrale;Rochant, Eric;Issy-les-Moulineaux : Studio Canal vidéo, 2015;TV BURE;CABANIS
2021.0;J'accuse;Polanski, Roman;Neuilly-sur-Seine : Gaumont, 2020;H JACC;CABANIS
2021.0;Ralph 2.0;Moore, Rich;Marne-la-Vallée : The Walt Disney Company, 2019;A RALP;CABANIS
2020.0;Wall.E;Stanton, Andrew;Marne-la-Vallée : Buena Vista Home Entertainment, 2009;A WALL;CABANIS
2020.0;Jusqu'à la garde;Legrand, Xavier;Paris : Blaq out, 2018;P JUSQ;CABANIS
2020.0;High Life;Denis, Claire;Paris : Wild side video, 2019;SF HIGH;CABANIS
2020.0;Fantastic Mr. Fox;Anderson, Wes;Paris : 20th Century Fox, 2010;A FANT;CABANIS
2020.0;Demain;Dion, Cyril;Issy-les-Moulineaux : France Télévisions Distribution, 2016;CR DEMA;CABANIS
2020.0;Au nom de la terre;Bergeon, Edouard;Paris : Diaphana Films, 2020;AUNO;CABANIS
2020.0;Tomboy;Sciamma, Céline;Paris : Pyramide Vidéo, 2011;TOMB;CABANIS
2020.0;M. Peabody et Sherman : les voyages dans le temps;Minkoff, Rob;[S.l.] : DreamWorks Animation SKG, 2014;Anim MPEA;CABANIS
2020.0;Indiana Jones et le temple maudit;Spielberg, Steven;Vélizy : Paramount Vidéo, 2008;AV INDI;CABANIS
2020.0;Downton Abbey. Saison 6, intégrale;Fellowes, Julian;Paris : Universal Pictures Vidéo, 2016;TV DOWN;CABANIS
2020.0;Le fils de Jean;Lioret, Philippe;Paris : Le Pacte, 2017;FILS;CABANIS
2020.0;Bienvenue à Marwen;Zemeckis, Robert;Paris : Universal Pictures Vidéo, 2019;BIEN;CABANIS
2019.0;Star Wars. Episode VIII, les derniers Jedi;Johnson, Rian;[S.l.] : Lucasfilm, 2018;STAR;CABANIS
2019.0;Le monde de Nemo;Stanton, Andrew;[S.l] : Buena Vista Home Intertainment, 2004;A MOND;CABANIS
2019.0;Les Minions;Coffin, Pierre;Boulogne-Billancourt : Universal pictures video, 2015;A MINI;CABANIS
2019.0;La Belle et la Bête;Trousdale, Gary;Marne-la-Vallée : The Walt Disney Company, 2015;Anim BELL;CABANIS
2019.0;Mary et la fleur de la sorcière;Yonebayashi, Hiromasa;Paris : Diaphana Films, 2018;A MARY;CABANIS
2019.0;Les trois brigands;Freitag, Hayo;[S.l] : Wild Side Video, 2008;A TROI;CABANIS
2019.0;The lost city of Z;Gray, James;Issy-les-Moulineaux : Studio Canal vidéo, 2017;R GRAY;CABANIS
2019.0;Sully;Eastwood, Clint;Neuilly-sur-Seine : Warner Bros., 2017;SULL;CABANIS
2019.0;Lou ! : journal infime;Neel, Julien;Issy-les-Moulineaux : Studio Canal vidéo, 2015;C LOU;CABANIS
2019.0;Pirates des Caraèibes 1 : la malédiction du Black Pearl;Verbinski, Gore;[S.l] : Buena Vista Home Intertainment, 2006;AV PIRA;CABANIS
2020.0;Le roi Lion;Favreau, Jon;Marne-la-Vallée : The Walt Disney Company, 2019;AV ROIL;CABANIS
2020.0;Mulan;Cook, Barry;Marne-la-Vallée : The Walt Disney Company, 2005;A MULA;CABANIS
2020.0;Pocahontas : une légende indienne;Gabriel, Mike;Marne-la-Vallée : The Walt Disney Company, 2016;A POCA;CABANIS
2020.0;Dumbo;Burton, Tim;Marne-la-Vallée : The Walt Disney Company, 2019;DUMB;CABANIS
2020.0;Le Roi Lion;Allers, Roger;Boulogne-Billancourt : Buena Vista Vidéo, 2011;A ROIL;CABANIS
2020.0;Azur et Asmar;Ocelot, Michel;[S.l.] : Diaphana édition vidéo, 2007;A AZUR;CABANIS
2020.0;A Beautiful Day;Ramsay, Lynne;Neuilly-sur-Seine : M6 vidéo, 2018;P BEAU;CABANIS
2020.0;Il a déjà tes yeux;Jean-Baptiste, Lucien;Boulogne-Billancourt : TF1 Vidéo, 2017;C ILAD;CABANIS
2020.0;Engrenages. Saison 1, intégrale;Clert, Alexandra;Issy-les-Moulineaux : Studio Canal, 2006;TV ENGR;CABANIS
2020.0;Wind River;Sheridan, Taylor;Paris : Metropolitan filmexport, 2018;P WIND;CABANIS
2020.0;Planes 2;Gannaway, Robert;Marne-la-Vallée : The Walt Disney Company, 2014;A PLAN;CABANIS
2020.0;Ferdinand;Saldanha, Carlos;Paris : 20th Century Fox, 2018;A FERD;CABANIS
2020.0;Moonlight;Jenkins, Barry;Issy-les-Moulineaux : Studio Canal vidéo, 2017;MOON;CABANIS
2020.0;Le garçon et la bête;Hosoda, Mamoru;Neuilly-sur-Seine : Gaumont, 2016;A GARC;CABANIS
2020.0;Retour chez ma mère;Lavaine, Eric;Paris : Pathé, 2016;C RETO;CABANIS
2020.0;Les désastreuses aventures des orphelins Baudelaire;Silberling, Brad;Antony : Universal Pictures Video, 2005;DESA;CABANIS
2020.0;D'après une histoire vraie;Polanski, Roman;Issy-les-Moulineaux : Studio Canal vidéo, 2018;DAPR;CABANIS
2011.0;Snow cake;Evans, Marc;Paris : MK2, 2007;SNOW;CABANIS
2014.0;Amour & turbulences;Castagnetti, Alexandre;Boulogne-Billancourt : Universal pictures video, 2013;C AMOU;CABANIS
2018.0;Captain America 3 : Civil War;Russo, Anthony;Marne-la-Vallée : The Walt Disney Company, 2016;SF CAPT;CABANIS
2017.0;Les Tuche 2 : le rêve américain;Baroux, Olivier;Paris : Pathé, 2016;C TUCH;CABANIS
2016.0;Jurassic Park;Spielberg, Steven;Antony : Universal Pictures Video, 2005;F JURA;CABANIS
2015.0;Astérix et Obélix au service de sa majesté;Tirard, Laurent;Paris : Wild side video, 2013;C ASTE;CABANIS
2015.0;La ritournelle;Fitoussi, Marc;Neuilly-sur-Seine : M6 vidéo, 2014;RITO;CABANIS
2015.0;Le Trône de Fer. Saison 2, intégrale;Benioff, David;[S.l.] Etats-Unis : Home Box Office, 2013;TV TRON;CABANIS
2015.0;Michael Clayton;Gilroy, Tony;Neuilly-sur-Seine : M6 Video, 2008;P MICH;CABANIS
2013.0;Le Chat Potté;Miller, Chris;s.l. : DreamWorks France, 2012;A CHAT;CABANIS
2013.0;Polisse;Le Besco, Maïwenn.;Boulogne-Billancourt  : TF1 Vidéo, 2012;P POLI;CABANIS
2011.0;Les chats persans;Ghobadi, Bahman;Paris cedex 14 : FPE, 2010;M CHAT;CABANIS
2011.0;Walkyrie;Singer, Bryan;Issy-les-Moulineaux : TF1 Vidéo, 2009;G WALK;CABANIS
2014.0;Minuscule : la vie privée des insectes. Saison 1, DVD 1;Szabo, Thomas;[s.l.] : Editions Montparnasse, 2007;A MINU;CABANIS
2018.0;Mary Poppins;Stevenson, Robert;Paris : Warner Home Video, 2002;MARY;CABANIS
2018.0;Pirates des Caraïbes 5 : la vengeance de Salazar;Ronning, Joachim;Marne-la-Vallée : The Walt Disney Company, 2017;AV PIRA;CABANIS
2018.0;Frankenweenie;Burton, Tim;Marne-la-Vallée : The Walt Disney Company, 2013;A FRAN;CABANIS
2018.0;Tout en haut du monde;Chayé, Rémi;Paris : Diaphana Films, 2016;Anim TOUT;CABANIS
2017.0;Arthur et les Minimoys;Besson, Luc;Paris : Europa Corp, 2007;A ARTH;CABANIS
2013.0;The ghost writer;Polanski, Roman;Paris : FPE, 2010;P GHOS;CABANIS
2013.0;Spider-Man 3;Raimi, Sam;Suresnes : GCT, 2007;F SPID;CABANIS
2013.0;Balto 2 : la quête du loup;Weinstein, Phil;Antony : Universal Pictures Video, 2002;A BALT;CABANIS
2014.0;Le discours d'un roi;Hooper, Tom;Paris : Wild Side, 2011;H DISC;CABANIS
2015.0;The Grandmaster;Wong, Kar-wai;Paris : Wild side video, 2013;AM GRAN;CABANIS
2016.0;La princesse et la grenouille;Clements, Ron;Marne-la-Vallée : The Walt Disney Company, 2010;A PRIN;CABANIS
2011.0;Brendan et le secret de Kells;Moore, Tomm;Paris : FTD, 2009;A BREN;CABANIS
2011.0;Le premier jour du reste de ta vie;Bezançon, Rémi;Issy-les-Moulineaux : Studio Canal, 2009;PREM;CABANIS
2011.0;Robots;Wedge, Chris;U.S.A. : Twentieth Century Fox Home Entertainment, 2005;A ROBO;CABANIS
2017.0;Tarzan;Yates, David;Neuilly-sur-Seine : Warner Bros., 2016;AV TARZ;CABANIS
2015.0;Superstar;Giannoli, Xavier;Paris : Wild side video, 2013;C SUPE;CABANIS
2012.0;Dexter. Saison 1, intégrale;Manos, James Jr;Bussy Saint-Georges : Paramount Vidéo, 2010;TV DEXT;CABANIS
2012.0;La fille du puisatier;Auteuil, Daniel;Paris : Pathé, 2011;FILL;CABANIS
2012.0;Troie;Petersen, Wolfgang;Neuilly-sur-Seine : Warner Home Video, 2004;H TROI;CABANIS
2012.0;Agathe Cléry;Chatiliez, Etienne;Paris Cedex 14 : FPE, 2009;C AGAT;CABANIS
2012.0;Eragon;Fangmeier, Stefen;Paris : FPE, 2007;ERAG;CABANIS
2012.0;Red road;Arnold, Andrea;Paris : Swift, 2008;P REDR;CABANIS
2011.0;Star Wars. Episode V, l'Empire contre-attaque;Kershner, Irvin;U.S.A. : Twentieth Century Fox Home Entertainment, 2004;SF STAR;CABANIS
2013.0;La tête en friche;Becker, Jean;Issy-les-Moulineaux : Studio Canal, 2010;TETE;CABANIS
2014.0;Mission impossible 3;Abrams, J. J.;[S.l.] : Paramount Vidéo, 2006;AV MISS;CABANIS
2014.0;Lone Ranger : naissance d'un héros;Verbinski, Gore;Marne-la-Vallée : The Walt Disney Company, 2013;LONE;CABANIS
2018.0;Les Schtroumpfs 2;Gosnell, Raja;Suresnes : Sony Pictures Home Entertainment, 2013;SCHT;CABANIS
2017.0;Albert Nobbs;Garcia, Rodrigo;Paris : France Télévisions Distribution, 2012;ALBE;CABANIS
2017.0;Harry Potter et le prisonnier d'Azkaban;Cuaron, Alfonso;Paris : Warner Home Video, 2004;HARR;CABANIS
2017.0;Planes;Hall, Klay;Marne-la-Vallée : The Walt Disney Company, 2014;A PLAN;CABANIS
2017.0;Les malheurs de Sophie;Honoré, Christophe;Neuilly-sur-Seine : Gaumont, 2016;MALH;CABANIS
2018.0;Insaisissables;Leterrier, Louis;Neuilly-sur-Seine : M6 vidéo, 2013;AV INSA;CABANIS
2018.0;Jumanji;Johnston, Joe;Suresnes : Sony Columbia, 2006;JUMA;CABANIS
2011.0;L'empreinte de l'ange;Nebbou, Safy;Issy-les-Moulineaux : TF1 Vidéo, 2009;EMPR;CABANIS
2011.0;Minority report;Spielberg, Steven;U.S.A.: Twentieth Century Fox Entertainment, 2003;SF MINO;CABANIS
2011.0;Le Livre d'Eli;Hughes, Albert;Paris : Metropolitan filmexport, 2010;SF LIVR;CABANIS
2011.0;White material;Denis, Claire;Paris : Wild Side, 2010;WHIT;CABANIS
2012.0;Nos voisins les hommes;Johnson, Tim;Vélisy : Paramount Home Entertainment, 2006;A NOSV;CABANIS
2012.0;Complices;Mermoud, Frédéric;Paris : Pyramide Vidéo, 2010;P COMP;CABANIS
2012.0;La merditude des choses;Van Groeningen, Felix;Paris : MK2 éditions, 2010;MERD;CABANIS
2014.0;Mud : sur les rives du Mississippi;Nichols, Jeff;Paris : France Télévisions Distribution, 2013;MUDS;CABANIS
2014.0;La première étoile;Jean-Baptiste, Lucien;"Neuilly-sur-Seine : Warner Home Vidéo France ; 2009";PREM;CABANIS
2013.0;Le vilain petit canard;Bardine, Garri;Issy-les-Moulineaux : Arte Vidéo, 2012;A VILA;CABANIS
2013.0;Le bal des actrices;Le Besco, Maïwenn;Neuilly-sur-Seine : M6 SND, 2009;BALD;CABANIS
2013.0;Star Wars. Episode I, la menace fantôme;Lucas, George;Paris : FPE, 2007;STAR;CABANIS
2013.0;Le nouveau monde;Malick, Terrence;"Paris : Metropolitan filmexport; 2006";H NOUV;CABANIS
2015.0;Animaux & Cie;Tappe, Holger;Paris : Metropolitan filmexport, 2011;A ANIM;CABANIS
2016.0;Le dernier loup;Annaud, Jean-Jacques;Boulogne-Billancourt : TF1 Vidéo, 2015;AV DERN;CABANIS
2016.0;Le grimoire d'Arkandias;Castagnetti, Alexandre;Neuilly-sur-Seine : UGC Vidéo, 2015;GRIM;CABANIS
2015.0;Shrek 4 : il était une fin : le dernier chapitre;Mitchell, Mike;[S.l.] : DreamWorks France, 2010;A SHRE;CABANIS
2012.0;Copie conforme;Kiarostami, Abbas;Paris : MK2, 2010;COPI;CABANIS
2012.0;Trois enterrements;Jones, Tommy Lee;Paris : Europa Corp, 2006;TROI;CABANIS
2016.0;Kiki la petite sorcière;Miyazaki, Hayao;[S.l] : Buena Vista Home Intertainment, 2014;A KIKI;CABANIS
2016.0;Voyage en Chine;Mayer, Zoltan;Paris : France Télévisions Distribution, 2015;VOYA;CABANIS
2016.0;Les anarchistes;Wajeman, Elie;Issy-les-Moulineaux : France Télévisions Distribution, 2016;ANAR;CABANIS
2011.0;Pinocchio;Sharpsteen, Ben;Marne-la-Vallée : Buena Vista Home Entertainment,;A PINO;CABANIS
2011.0;Et au milieu coule une rivière;Redford, Robert;Paris : Fox video , 2001;ETAU;CABANIS
2011.0;L'ennemi intime;Siri, Florent-Emilio;Neuilly-sur-Seine : M6 vidéo, 2006;G ENNE;CABANIS
2013.0;Carnage;Polanski, Roman;Paris : Wild side video, 2012;CARN;CABANIS
2014.0;Minuscule : la vie privée des insectes. Saison 2, DVD 3;Szabo, Thomas;[s.l.] : Editions Montparnasse, 2012;A MINU;CABANIS
2014.0;Fourmiz;Darnell, Eric;[S.l.] : Dreamworks Home Entertainment, 2006;A FOUR;CABANIS
2018.0;Porco Rosso;Miyazaki, Hayao;[S.l] : Buena Vista Home Intertainment, 2006;A PORC;CABANIS
2018.0;Seuls;Moreau, David;Issy-les-Moulineaux : Studio Canal vidéo, 2017;F SEUL;CABANIS
2018.0;Le ciel attendra;Mention-Schaar, Marie-Castille;Neuilly-sur-Seine : UGC Vidéo, 2017;CIEL;CABANIS
2016.0;Jeune & jolie;Ozon, François;Paris : France Télévisions Distribution, 2014;JEUN;CABANIS
2018.0;La La Land;Chazelle, Damien;Neuilly-sur-Seine : M6 vidéo, 2017;M LALA;CABANIS
2018.0;Logan Lucky;Soderbergh, Steven;Paris : ARP Sélection, 2018;C LOGA;CABANIS
2013.0;Gremlins;Dante, Joe;Paris : Warner Home Video, 2000.;F GREM;CABANIS
2015.0;Prometheus;Scott, Ridley;Paris : 20th Century Fox, 2012;SF PROM;CABANIS
2016.0;Un illustre inconnu;Delaporte, Matthieu;Paris : Pathé, 2015;P ILLU;CABANIS
2011.0;Eternal sunshine of the spotless mind;Gondry, Michel;Antony : Universal Pictures Video, 2005;ETER;CABANIS
2015.0;The place beyond the pines;Cianfrance, Derek;Issy-les-Moulineaux : Studio Canal vidéo, 2013;PLAC;CABANIS
2015.0;Cogan : Killing Them Softly;Dominik, Andrew;Paris : Metropolitan filmexport, 2013;P COGA;CABANIS
2012.0;Le Petit Dinosaure et la vallée des merveilles I;Bluth, Don;Antony : Universal Pictures Video, 2004;A PETI;CABANIS
2012.0;Spider-Man 1;Raimi, Sam;Boulogne-Billancourt : Gaumont Columbia Tristar home vidéo [distrib.], 2002;F SPID;CABANIS
2018.0;L'atelier;Cantet, Laurent;Paris : Blaq out, 2018;ATEL;CABANIS
2017.0;Loulou et autres loups...;Elissalde, Serge;Paris : Francetélévisions Distribution, 2003;A LOUL;CABANIS
2017.0;Tad l'explorateur : à la recherche de la cité perdue;Gato, Enrique;Issy-les-Moulineaux : Studio Canal vidéo, 2013;Anim TADL;CABANIS
2017.0;Jason Bourne;Greengrass, Paul;Paris : Universal Pictures Vidéo, 2016;P JASO;CABANIS
2017.0;Turbo;Soren, David;[S.l.] : DreamWorks Animation SKG, 2014;A TURB;CABANIS
2017.0;Creed;Coogler, Ryan;Neuilly-sur-Seine : Warner Bros., 2016;AV CREE;CABANIS
2018.0;La confession;Boukhrief, Nicolas;Neuilly-sur-Seine : M6 vidéo, 2017;CONF;CABANIS
2018.0;Tu ne tueras point;Gibson, Mel;Paris : Metropolitan filmexport, 2017;G TUNE;CABANIS
2018.0;Joy;Russell, David O.;Paris : 20th Century Fox, 2016;JOY;CABANIS
2011.0;Entre les murs;Cantet, Laurent;Paris : France Télévisions Distribution, 2008;ENTR;CABANIS
2011.0;Gomorra;Garrone, Matteo;Issy-les-Moulineaux : TF1 Vidéo, 2008;GOMO;CABANIS
2012.0;Les promesses de l'ombre;Cronenberg, David;[S.l.] : Metropolitan Vidéo, 2008;P PROM;CABANIS
2012.0;A la croisée des mondes : la boussole d'or;Weitz, Chris;Paris : Metropolitan filmexport, 2008;F ALAC;CABANIS
2014.0;Habemus papam;Moretti, Nanni;Paris : France Télévisions Distribution, 2012;HABE;CABANIS
2014.0;Les infiltrés;Scorsese, Martin;Boulogne Billancourt : TF1 Vidéo, 2007;P INFI;CABANIS
2014.0;Deux frères;Annaud, Jean-Jacques;Paris : Pathé Vidéo, 2004;DEUX;CABANIS
2014.0;Mon pire cauchemar;Fontaine, Anne.;Paris : Pathé, 2012;C PIRE;CABANIS
2013.0;Les noces funèbres;Burton, Tim;Neuilly-sur-Seine : Warner Home Video, 2006;A NOCE;CABANIS
2013.0;Twilight : Chapitre 4 : Révélation. 1ère partie;Condon, Bill;Neuilly-sur-Seine : M6 vidéo, 2012;F TWIL;CABANIS
2013.0;Caramel;Labaki, Nadine;Paris : Bac Vidéo, 2008;CARA;CABANIS
2015.0;La véritable histoire du petit chaperon rouge;Edwards, Cory;Paris : Bac Vidéo, 2005;A VERI;CABANIS
2015.0;Petit Ours Brun rentre à l'école;Ralli, Pierre;Boulogne Billancourt : TF1 Vidéo, 2004;AB PETI;CABANIS
2016.0;Shrek le Troisième;Miller, Chris;Paris : Dreamworks, 2007;Anim SHRE;CABANIS
2015.0;Les Gazelles;Achache, Mona;Paris : Studio 37 - Orange, 2014;C GAZE;CABANIS
2015.0;Les âmes vagabondes;Niccol, Andrew;Paris : Metropolitan filmexport, 2013;SF AMES;CABANIS
2012.0;Dans la brume électrique;Tavernier, Bertrand;Issy-les-Moulineaux : TF1 Vidéo, 2009;P DANS;CABANIS
2016.0;Rio 2;Saldanha, Carlos;Paris : 20th Century Fox, 2014;A RIO2;CABANIS
2016.0;Le manoir magique;Stassen, Ben;Issy-les-Moulineaux : Studio Canal vidéo, 2014;Anim MANO;CABANIS
2016.0;Shrek;Adamson, Andrew;[S.l.] : DreamWorks Animation SKG, 2011;A SHRE;CABANIS
2011.0;Elle s'appelait Sarah;Paquet-Brenner, Gilles;Boulogne-Billancourt : TF1 Vidéo, 2011;H ELLE;CABANIS
2013.0;Twilight : Chapitre 3 : Hésitation;Slade, David;Neuilly-sur-Seine : M6 vidéo, 2010;F TWIL;CABANIS
2013.0;Hollywoo;Berthe, Frédéric;Issy-les-Moulineaux : Studio Canal vidéo, 2012;C HOLL;CABANIS
2013.0;Sammy 2;Stassen, Ben;Issy-les-Moulineaux : Studio Canal vidéo, 2012;A SAMM;CABANIS
2013.0;Les derniers jours du monde;Larrieu, Arnaud;Paris : Wild side video, 2010;DERN;CABANIS
2014.0;Detachment;Kaye, Tony;Issy-les-Moulineaux : Studio Canal vidéo, 2012;DETA;CABANIS
2014.0;Tournée;Amalric, Mathieu;Paris : France Télévisions Distribution, 2010;TOUR;CABANIS
2018.0;A la poursuite du roi Plumes;Jacobsen, Esben Toft;Paris : ESC Conseils, 2015;Anim ALAP;CABANIS
2018.0;Your Name;Shinkai, Makoto;Paris : @anime, 2017;A YOUR;CABANIS
2017.0;La loi de la jungle;Peretjatko, Antonin;Paris : Studio 37 - Orange, 2016;C LOID;CABANIS
2017.0;Une histoire de fou;Guédiguian, Robert;Paris : Diaphana Films, 2016;HIST;CABANIS
2016.0;Trois souvenirs de ma jeunesse;Desplechin, Arnaud;Paris : Blaq out, 2015;R DESP;CABANIS
2016.0;Les vacances de Ducobu;Chauveron, Philippe de;Neuilly-sur-Seine : UGC Vidéo, 2012;C VACA;CABANIS
2016.0;Un peu beaucoup aveuglément;Cornillac, Clovis;France : Studio 37 - Orange, 2015;C UNPE;CABANIS
2016.0;La guerre des boutons;Samuell, Yann;Boulogne-Billancourt : TF1 Vidéo, 2011;C GUER;CABANIS
2016.0;La belle saison;Corsini, Catherine;Paris : Pyramide Vidéo, 2016;BELL;CABANIS
